time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque
2586,180,90,135,18884.97,9.186,9,19
2587,178,90,135,18893.35,9.186,9,19
2588,176,89,135,18901.75,9.186,9,19
2589,173,89,135,18911.29,9.109,9,19
2590,170,88,135,18920.15,9.016,9,18
2591,166,89,136,18928.75,8.961,9,18
2592,170,88,136,18936.29,8.97,9,18
2593,177,88,138,18945.74,8.946,9,19
2594,179,88,138,18955.76,8.912,9,19
2595,178,88,139,18964.15,8.892,9,19
2596,179,88,139,18970.03,8.917,9,19
2597,182,88,140,18977.14,8.924,9,20
2598,184,88,140,18988.72,8.992,9,20
2599,183,89,140,18996.57,9.018,9,20
2600,182,89,139,19007.45,9.052,9,20
2601,181,89,139,19016.99,9.079,9,19
2602,181,90,139,19024.68,9.086,9,19
2603,181,90,139,19033.77,9.132,9,19
2604,181,90,139,19042.74,9.142,9,19
2605,181,90,138,19052.08,9.159,9,19
2606,180,90,139,19058.91,9.18,9,19
2607,178,90,139,19069.88,9.182,9,19
2608,177,90,138,19077.98,9.153,9,19
2609,175,90,138,19086.81,9.113,9,19
2610,175,89,138,19096.6,9.129,9,19
2611,179,90,138,19105.0,9.159,9,19
2612,183,90,138,19113.69,9.202,9,19
2613,181,91,138,19122.15,9.218,9,19
2614,178,91,138,19126.38,9.239,9,19
2615,177,91,137,19141.43,9.252,9,19
2616,178,91,137,19150.54,9.289,9,19
2617,181,91,137,19157.07,9.284,9,19
2618,178,91,137,19163.77,9.293,9,19
2619,177,91,137,19174.25,9.283,9,19
2620,175,90,138,19185.36,9.248,9,19
2621,172,89,138,19197.15,9.194,9,18
2622,170,89,138,19204.13,9.105,9,18
2623,168,89,138,19210.26,9.018,9,18
2624,170,88,138,19222.25,8.935,9,18
2625,174,89,137,19230.58,8.913,9,19
2626,181,88,137,19236.83,8.961,9,20
2627,184,89,136,19245.28,8.961,9,20
2628,185,89,136,19256.21,9.004,9,20
2629,183,90,136,19264.66,9.068,9,19
2630,185,90,136,19273.67,9.106,9,20
2631,184,90,136,19281.93,9.123,9,20
2632,183,90,136,19291.39,9.139,9,19
2633,181,90,136,19299.83,9.172,9,19
2634,180,90,136,19306.87,9.184,9,19
2635,178,90,136,19318.2,9.186,9,19
2636,175,90,135,19324.24,9.182,9,19
2637,174,90,135,19336.72,9.17,9,18
2638,174,90,135,19345.93,9.159,9,18
2639,174,90,135,19355.08,9.124,9,18
2640,175,90,135,19362.72,9.132,9,19
2641,175,89,135,19371.11,9.132,9,19
2642,176,90,135,19381.55,9.132,9,19
2643,178,90,134,19389.95,9.132,9,19
2644,177,90,134,19400.42,9.132,9,19
2645,178,90,134,19407.9,9.127,9,19
2646,179,90,134,19415.08,9.129,9,19
2647,180,90,134,19424.2,9.159,9,19
2648,181,90,134,19435.97,9.159,9,19
2649,178,90,134,19440.86,9.159,9,19
2650,176,90,134,19452.09,9.159,9,19
2651,175,89,134,19461.58,9.126,9,19
2652,173,90,134,19469.45,9.088,9,18
2653,173,90,134,19479.71,9.071,9,18
2654,175,89,134,19486.6,9.078,9,19
2655,178,89,135,19496.44,9.073,9,19
2656,181,89,135,19500.44,9.077,9,19
2657,181,90,135,19507.35,9.079,9,19
2658,181,89,135,19523.57,9.099,9,19
2659,181,88,135,19532.39,9.08,9,20
2660,179,88,135,19538.77,9.026,9,19
2661,174,88,135,19549.21,8.943,9,19
2662,175,88,135,19558.9,8.945,9,19
2663,178,88,135,19566.0,8.942,9,19
2664,182,88,135,19574.64,8.938,9,20
2665,182,88,135,19584.08,8.975,9,20
2666,180,88,135,19593.0,8.965,9,20
2667,180,88,135,19602.37,9.0,9,20
2668,181,88,135,19612.06,9.004,9,20
2669,181,89,135,19619.43,9.033,9,19
2670,180,89,135,19625.43,9.015,9,19
2671,178,89,135,19635.75,9.008,9,19
2672,178,88,135,19645.61,9.026,9,19
2673,180,88,135,19652.4,9.039,9,20
2674,180,89,135,19661.49,9.057,9,19
2675,179,89,135,19672.42,9.079,9,19
2676,177,90,135,19678.56,9.079,9,19
2677,175,89,135,19685.46,9.062,9,19
2678,175,89,135,19696.77,9.052,9,19
2679,175,88,135,19707.66,9.018,9,19
2680,176,89,135,19715.89,9.0,9,19
2681,176,88,135,19725.22,9.0,9,19
2682,178,89,134,19733.51,9.022,9,19
2683,179,90,134,19741.9,9.027,9,19
2684,180,88,134,19748.86,9.051,9,20
2685,180,90,134,19760.86,9.043,9,19
2686,179,90,134,19769.24,9.091,9,19
2687,181,89,134,19777.59,9.127,9,19
2688,180,89,134,19788.09,9.119,9,19
2689,176,88,134,19793.87,9.089,9,19
2690,174,89,134,19803.38,9.045,9,19
2691,173,89,134,19815.06,9.029,9,19
2692,178,89,134,19819.77,9.038,9,19
2693,181,89,134,19826.01,9.076,9,19
2694,181,88,134,19839.83,9.052,9,20
2695,177,88,134,19844.87,9.052,9,19
2696,174,89,135,19854.18,9.008,9,19
2697,175,89,134,19865.6,9.017,9,19
2698,179,89,134,19872.76,9.028,9,19
2699,182,90,133,19884.43,9.089,9,19
2700,181,88,133,19891.24,9.104,9,20
2701,180,88,133,19901.24,9.069,9,20
2702,174,88,133,19908.48,9.003,9,19
2703,170,88,134,19918.04,8.917,9,18
2704,172,88,134,19926.42,8.89,9,19
2705,180,87,134,19935.17,8.884,9,20
2706,180,89,135,19945.26,8.884,9,19
2707,178,89,135,19953.85,8.939,9,19
2708,185,88,135,19963.91,8.976,9,20
2709,186,89,135,19972.12,9.029,9,20
2710,183,88,135,19977.99,9.045,9,20
2711,179,88,135,19989.73,9.02,9,19
2712,174,89,135,19997.97,9.0,9,19
2713,175,89,136,20003.06,9.0,9,19
2714,178,88,136,20013.75,8.989,9,19
2715,178,89,136,20024.89,8.961,9,19
2716,178,89,136,20029.23,8.98,9,19
2717,183,88,136,20039.17,9.043,9,20
2718,183,82,136,20046.42,8.946,9,21
2719,141,79,136,20051.0,8.532,9,17
2720,50,65,136,20056.36,4.168,9,7
2721,17,38,136,20058.3,1.888,9,4
2722,0,12,135,20058.3,1.182,9,0
2723,0,0,135,20058.3,0.475,9,0
2724,0,0,134,20058.3,0.0,9,0
2725,0,0,134,20058.3,0.0,9,0
2726,0,0,133,20058.3,0.0,9,0
2727,0,0,132,20058.3,0.0,9,0
2728,0,0,131,20058.3,0.0,9,0
2729,0,0,131,20058.3,0.0,9,0
2730,0,0,130,20058.3,0.0,9,0
2731,0,0,129,20058.3,0.0,9,0
2732,0,0,128,20058.3,0.0,9,0
2733,0,0,127,20058.3,0.0,9,0
2734,0,0,125,20058.3,0.0,9,0
2735,0,0,124,20058.3,0.0,9,0
2736,0,0,122,20058.3,0.0,9,0
2737,0,0,121,20058.3,0.0,9,0
2738,0,0,120,20058.3,0.0,9,0
2739,0,0,119,20058.3,0.0,9,0
2740,0,0,117,20058.3,0.0,9,0
2741,0,0,115,20058.3,0.0,9,0
2742,0,0,114,20058.3,0.0,9,0
2743,0,0,112,20058.3,0.0,9,0
2744,0,0,111,20058.3,0.0,9,0
2745,0,0,110,20058.3,0.0,9,0
2746,0,0,109,20058.3,0.0,9,0
2747,0,0,108,20058.3,0.0,9,0
2748,0,0,107,20058.3,0.0,9,0
2749,0,0,106,20058.3,0.0,9,0
2750,0,0,105,20058.3,0.0,9,0
2751,0,0,104,20058.3,0.0,9,0
2752,0,0,103,20058.3,0.0,9,0
2753,0,0,104,20058.3,0.0,9,0
2754,0,0,105,20058.3,0.0,9,0
2755,0,0,106,20058.3,0.0,9,0
2756,0,0,106,20058.3,0.0,9,0
2757,0,0,107,20058.3,0.0,9,0
2758,0,0,107,20058.3,0.0,9,0
2759,0,0,109,20058.3,0.0,9,0
2760,0,0,110,20058.3,0.0,9,0
2761,0,0,110,20058.3,0.0,9,0
2762,0,0,110,20058.3,0.0,9,0
2763,0,0,109,20058.3,0.0,9,0
2764,0,0,107,20058.3,0.0,9,0
2765,0,0,106,20058.3,0.0,9,0
2766,0,0,104,20058.3,0.0,9,0
2767,0,0,103,20058.3,0.0,9,0
2768,0,0,102,20058.3,0.0,9,0
2769,0,0,102,20058.3,0.0,9,0
2770,0,0,101,20058.3,0.0,9,0
2771,0,0,100,20058.3,0.0,9,0
2772,0,0,99,20058.3,0.0,9,0
2773,0,0,99,20058.3,0.0,9,0
2774,0,0,97,20058.3,0.0,9,0
2775,0,0,97,20058.3,0.0,9,0
2776,0,0,97,20058.3,0.0,9,0
2777,0,0,97,20058.3,0.0,9,0
2778,0,0,97,20058.3,0.0,9,0
2779,0,0,96,20058.3,0.0,9,0
2780,0,0,96,20058.3,0.0,9,0
2781,0,0,96,20058.3,0.0,9,0
2782,0,0,96,20058.3,0.0,9,0
2783,0,0,95,20058.3,0.0,9,0
2784,0,0,94,20058.3,0.0,9,0
2785,0,0,94,20058.3,0.0,9,0
2786,0,0,93,20058.3,0.0,9,0
2787,0,0,94,20058.3,0.0,9,0
2788,0,0,94,20058.3,0.0,9,0
2789,0,0,95,20058.3,0.0,9,0
2790,0,0,95,20058.3,0.0,9,0
2791,0,0,95,20058.3,0.0,9,0
2792,0,0,95,20058.3,0.0,9,0
2793,0,0,94,20058.3,0.0,9,0
2794,0,,94,20058.3,,,
,,,,,,,
